QuestionId,SubjectId
448,"[3, 49, 81, 1180]"
8744,"[3, 49, 81, 406]"
24898,"[3, 49, 81, 406]"
22305,"[3, 49, 81, 406]"
16874,"[3, 32, 37, 220]"
7820,"[3, 32, 37, 219]"
22605,"[3, 32, 37, 40, 221, 245]"
11775,"[3, 32, 37, 40, 221, 246]"
18590,"[3, 32, 37, 40, 221, 245]"
27495,"[3, 32, 37, 221]"
25990,"[3, 32, 37, 221]"
14161,"[3, 101, 342, 344]"
25107,"[3, 101, 342, 344]"
15608,"[3, 101, 342, 344]"
26440,"[3, 101, 342, 344]"
25104,"[3, 101, 342, 344]"
23361,"[3, 101, 342, 344]"
6016,"[3, 101, 342, 344]"
14626,"[3, 101, 342, 344]"
17067,"[3, 101, 342, 344]"
14249,"[3, 32, 37, 221]"
7965,"[3, 32, 37, 221]"
23878,"[3, 32, 37, 221]"
17101,"[3, 32, 37, 219]"
1470,"[3, 32, 37, 219]"
26580,"[3, 32, 37, 219]"
12385,"[3, 32, 40, 245, 246]"
23552,"[3, 32, 40, 246]"
10825,"[3, 32, 40, 246]"
19056,"[3, 49, 64, 154]"
7039,"[3, 49, 64, 154]"
17229,"[3, 49, 64, 154]"
16140,"[3, 49, 64, 154]"
19054,"[3, 49, 64, 154]"
3445,"[3, 49, 64, 154]"
20806,"[3, 49, 62, 251]"
5369,"[3, 49, 62, 251]"
17057,"[3, 49, 62, 251]"
9355,"[3, 49, 62, 251]"
6459,"[3, 49, 67, 156]"
22590,"[3, 49, 67, 156]"
25,"[3, 49, 67, 156]"
16206,"[3, 49, 67, 156]"
19111,"[3, 49, 67, 156]"
8791,"[3, 49, 62, 70]"
3116,"[3, 49, 62, 70]"
5020,"[3, 49, 62, 70]"
22685,"[3, 49, 154, 649]"
15591,"[3, 49, 154, 649]"
26546,"[3, 49, 154, 649]"
24252,"[3, 49, 154, 649]"
14228,"[3, 32, 144, 200, 1636]"
16872,"[3, 32, 144, 204]"
6900,"[3, 32, 144, 200]"
25750,"[3, 101, 111, 348]"
4808,"[3, 101, 111, 348]"
26664,"[3, 101, 348, 1266]"
9187,"[3, 101, 348, 1266]"
18889,"[3, 101, 111, 348]"
14563,"[3, 101, 111, 348]"
2380,"[3, 101, 111, 348]"
20229,"[3, 101, 111, 348]"
16153,"[3, 101, 111, 348]"
19256,"[3, 101, 111, 348]"
17480,"[3, 101, 111, 348]"
26119,"[3, 101, 117, 342]"
17937,"[3, 101, 117, 342]"
22254,"[3, 101, 338, 340]"
11188,"[3, 101, 104, 342]"
16685,"[3, 101, 104, 342]"
18298,"[3, 101, 108, 342]"
16946,"[3, 101, 108, 342]"
19368,"[3, 101, 108, 342]"
9963,"[3, 101, 103, 338]"
25188,"[3, 101, 338, 340]"
8968,"[3, 101, 102, 338]"
7764,"[3, 101, 102, 338]"
15517,"[3, 101, 102, 338]"
20343,"[3, 101, 102, 338]"
11238,"[3, 101, 102, 338]"
23584,"[3, 101, 102, 338]"
23993,"[3, 71, 93, 278]"
18290,"[3, 71, 93, 278]"
1459,"[3, 71, 93, 278]"
7494,"[3, 71, 93, 278]"
18813,"[3, 71, 74, 182]"
192,"[3, 71, 74, 182]"
16063,"[3, 71, 74, 182]"
6706,"[3, 71, 74, 182]"
12707,"[3, 32, 141, 214]"
14386,"[3, 32, 38, 239]"
14426,"[3, 32, 38, 239]"
19128,"[3, 32, 38, 239]"
9972,"[3, 32, 36, 222]"
2522,"[3, 32, 36, 224]"
6119,"[3, 32, 36, 223]"
15656,"[3, 32, 36, 223]"
26552,"[3, 32, 42, 212]"
2904,"[3, 32, 42, 212]"
24234,"[3, 32, 42, 212]"
7715,"[3, 32, 42, 211]"
5745,"[3, 32, 42, 211]"
11272,"[3, 32, 42, 211]"
23959,"[3, 32, 42, 211]"
9558,"[3, 32, 42, 144, 1164, 1203]"
12116,"[3, 32, 42, 210]"
12683,"[3, 101, 108, 342]"
16265,"[3, 101, 108, 342]"
13904,"[3, 71, 98, 195]"
19065,"[3, 71, 98, 195]"
23152,"[3, 32, 39, 225]"
13191,"[3, 32, 39, 225]"
1941,"[3, 71, 98, 195]"
21149,"[3, 32, 39, 225]"
10174,"[3, 32, 144, 202]"
12124,"[3, 32, 36, 223]"
3990,"[3, 71, 98, 198]"
17244,"[3, 32, 144, 203, 204]"
4905,"[3, 71, 74, 439]"
21242,"[3, 32, 44, 233]"
20696,"[3, 32, 144, 204]"
22191,"[3, 32, 37, 219, 220]"
8578,"[3, 32, 46, 241]"
19629,"[3, 71, 98, 209]"
3995,"[3, 101, 109, 342]"
21051,"[3, 32, 39, 226]"
23750,"[3, 32, 39, 225]"
16211,"[3, 32, 39, 230]"
21724,"[3, 32, 39, 231]"
16070,"[3, 49, 50, 152]"
25447,"[3, 32, 39, 225]"
23648,"[3, 32, 144, 203]"
5592,"[3, 32, 41, 331]"
16031,"[3, 32, 144, 203]"
5047,"[3, 71, 98, 209]"
9512,"[3, 32, 39, 228]"
20145,"[3, 32, 39, 232]"
12091,"[3, 32, 39, 230]"
26987,"[3, 32, 39, 230]"
16558,"[3, 32, 144, 203]"
892,"[3, 32, 141, 213]"
20357,"[3, 32, 46, 242]"
15470,"[3, 71, 98, 195]"
10560,"[3, 71, 75, 178]"
22186,"[3, 32, 144, 202]"
19878,"[3, 32, 144, 202]"
6744,"[3, 71, 74, 181]"
11257,"[3, 32, 144, 204]"
3892,"[3, 71, 75, 178]"
13448,"[3, 32, 144, 204]"
19525,"[3, 32, 144, 204]"
2401,"[3, 32, 144, 204]"
2123,"[3, 32, 45, 243]"
20362,"[3, 32, 39, 230]"
13900,"[3, 32, 144, 204]"
6317,"[3, 32, 144, 202]"
26190,"[3, 49, 64, 154]"
26651,"[3, 32, 40, 247]"
27193,"[3, 32, 40, 247]"
7929,"[3, 32, 39, 225]"
3870,"[3, 32, 38, 239]"
15194,"[3, 32, 46, 334]"
19287,"[3, 71, 95, 278]"
23230,"[3, 71, 92, 278]"
1883,"[3, 71, 92, 278]"
18514,"[3, 71, 92, 278]"
12389,"[3, 71, 92, 278]"
21553,"[3, 71, 95, 278]"
26446,"[3, 71, 95, 278]"
13430,"[3, 71, 93, 278]"
10447,"[3, 71, 93, 278]"
20244,"[3, 71, 94, 278]"
21834,"[3, 71, 94, 278]"
13344,"[3, 71, 94, 278]"
23639,"[3, 71, 94, 278]"
23051,"[3, 71, 92, 278]"
532,"[3, 71, 92, 278]"
11384,"[3, 71, 95, 278]"
15195,"[3, 71, 95, 278]"
13528,"[3, 71, 93, 278]"
10169,"[3, 71, 93, 278]"
16600,"[3, 71, 94, 278]"
3361,"[3, 71, 94, 278]"
5023,"[3, 71, 94, 278]"
21984,"[3, 71, 94, 278]"
25858,"[3, 71, 93, 278]"
603,"[3, 71, 92, 95, 278]"
5640,"[3, 49, 62, 70]"
5365,"[3, 49, 60, 156]"
4340,"[3, 49, 60, 156]"
13235,"[3, 49, 62, 70]"
10750,"[3, 49, 63, 154]"
21064,"[3, 49, 60, 156]"
5300,"[3, 49, 62, 1081]"
14449,"[3, 49, 64, 154]"
1005,"[3, 49, 62, 70]"
16487,"[3, 49, 62, 70]"
26986,"[3, 49, 62, 70]"
26237,"[3, 49, 60, 156]"
20633,"[3, 49, 60, 156]"
1182,"[3, 49, 62, 70]"
27245,"[3, 49, 63, 154]"
24768,"[3, 49, 60, 156]"
16840,"[3, 49, 62, 1081]"
20639,"[3, 49, 64, 154]"
23453,"[3, 49, 62, 70]"
6144,"[3, 49, 62, 70]"
21166,"[3, 32, 40, 247]"
14848,"[3, 32, 40, 247]"
19562,"[3, 32, 40, 247]"
16579,"[3, 32, 40, 245]"
26325,"[3, 32, 40, 247]"
26921,"[3, 32, 40, 247]"
24746,"[3, 32, 40, 247]"
15397,"[3, 32, 40, 247]"
20883,"[3, 32, 40, 247]"
12559,"[3, 32, 40, 247]"
2403,"[3, 32, 40, 247]"
11640,"[3, 32, 40, 247]"
17912,"[3, 32, 40, 247]"
6981,"[3, 32, 40, 245]"
11833,"[3, 32, 40, 247]"
1551,"[3, 32, 40, 247]"
5072,"[3, 32, 40, 247]"
1807,"[3, 32, 40, 247]"
22744,"[3, 32, 40, 247]"
13944,"[3, 32, 40, 247]"
8673,"[3, 71, 176, 177]"
15232,"[3, 71, 100, 188]"
7380,"[3, 71, 100, 189]"
9722,"[3, 71, 100, 188]"
8728,"[3, 71, 100, 1649]"
4247,"[3, 71, 100, 1648]"
25364,"[3, 71, 100, 1649]"
9907,"[3, 71, 100, 189]"
48,"[3, 71, 100, 188]"
25805,"[3, 71, 100, 1649]"
23294,"[3, 71, 176, 177]"
18960,"[3, 71, 100, 188]"
13933,"[3, 71, 100, 189]"
68,"[3, 71, 100, 188]"
5554,"[3, 71, 100, 1649]"
16274,"[3, 71, 100, 1648]"
25795,"[3, 71, 100, 1649]"
7842,"[3, 71, 100, 189]"
20012,"[3, 71, 100, 188]"
5820,"[3, 71, 100, 1649]"
10810,"[3, 71, 77, 184]"
23364,"[3, 71, 77, 185]"
14163,"[3, 71, 77, 186]"
17281,"[3, 71, 77, 185]"
12931,"[3, 71, 77, 185]"
11216,"[3, 71, 77, 186]"
18704,"[3, 71, 77, 186]"
367,"[3, 71, 77, 187]"
20564,"[3, 71, 77, 187]"
26218,"[3, 71, 77, 187]"
5880,"[3, 71, 77, 184]"
23716,"[3, 71, 77, 186]"
4290,"[3, 71, 77, 186]"
24554,"[3, 71, 77, 186]"
9548,"[3, 71, 77, 185]"
26055,"[3, 71, 77, 185]"
17724,"[3, 71, 77, 185]"
15343,"[3, 71, 77, 187]"
26827,"[3, 71, 77, 187]"
27113,"[3, 71, 77, 187]"
23961,"[3, 32, 39, 229]"
19127,"[3, 32, 39, 229]"
12780,"[3, 32, 39, 225]"
9550,"[3, 32, 39, 231]"
17826,"[3, 32, 39, 230]"
27087,"[3, 32, 39, 232]"
18829,"[3, 32, 39, 230]"
7550,"[3, 32, 39, 231]"
10912,"[3, 32, 39, 232]"
19276,"[3, 32, 38, 237]"
1197,"[3, 32, 39, 229]"
4645,"[3, 32, 39, 229]"
19817,"[3, 32, 39, 225]"
16958,"[3, 32, 39, 232]"
1252,"[3, 32, 39, 230]"
7084,"[3, 32, 39, 232]"
9847,"[3, 32, 39, 230]"
7948,"[3, 32, 39, 231]"
739,"[3, 32, 39, 232]"
18296,"[3, 32, 38, 237]"
26850,"[3, 49, 57, 158]"
3412,"[3, 49, 57, 158]"
3920,"[3, 49, 57, 158]"
9881,"[3, 49, 57, 158]"
5405,"[3, 49, 57, 158]"
10974,"[3, 49, 57, 158]"
614,"[3, 49, 54, 257]"
26019,"[3, 49, 54, 257]"
7087,"[3, 49, 54, 257]"
9949,"[3, 49, 54, 257]"
1251,"[3, 49, 57, 158]"
10788,"[3, 49, 57, 158]"
3384,"[3, 49, 57, 158]"
24821,"[3, 49, 57, 158]"
16536,"[3, 49, 57, 158]"
13316,"[3, 49, 57, 158]"
1117,"[3, 49, 54, 257]"
5276,"[3, 49, 54, 257]"
4344,"[3, 49, 54, 257]"
22207,"[3, 49, 54, 257]"
21838,"[3, 32, 39, 231]"
9892,"[3, 32, 40, 247]"
13955,"[3, 32, 40, 247]"
19460,"[3, 32, 40, 247]"
25603,"[3, 32, 40, 247]"
8919,"[3, 32, 39, 231]"
9208,"[3, 32, 40, 247]"
3107,"[3, 32, 40, 247]"
18528,"[3, 32, 40, 247]"
12743,"[3, 32, 40, 247]"
1952,"[3, 49, 63, 154]"
2244,"[3, 49, 63, 154]"
4600,"[3, 49, 63, 154]"
24966,"[3, 49, 63, 154]"
9132,"[3, 49, 63, 154]"
18559,"[3, 49, 63, 154]"
20863,"[3, 49, 54, 264]"
24501,"[3, 49, 63, 154]"
2425,"[3, 49, 63, 154]"
19710,"[3, 49, 54, 264]"
11731,"[3, 49, 63, 154]"
24645,"[3, 49, 63, 154]"
21059,"[3, 49, 63, 154]"
16571,"[3, 49, 63, 154]"
19284,"[3, 49, 63, 154]"
2952,"[3, 49, 63, 154]"
13111,"[3, 49, 54, 264]"
9891,"[3, 49, 63, 154]"
17280,"[3, 49, 63, 154]"
20592,"[3, 49, 54, 264]"
17823,"[3, 32, 40, 47]"
453,"[3, 32, 40, 47]"
14576,"[3, 32, 40, 47]"
14876,"[3, 32, 40, 47]"
22087,"[3, 32, 40, 47]"
27095,"[3, 32, 40, 47]"
260,"[3, 32, 40, 47]"
10341,"[3, 32, 40, 47]"
5257,"[3, 32, 40, 47]"
19228,"[3, 32, 40, 47]"
5863,"[3, 32, 40, 47]"
11517,"[3, 32, 40, 47]"
15725,"[3, 32, 40, 47]"
4796,"[3, 32, 40, 47]"
8568,"[3, 32, 40, 47]"
16856,"[3, 32, 40, 47]"
5520,"[3, 32, 40, 47]"
23284,"[3, 32, 40, 47]"
7701,"[3, 32, 40, 47]"
20640,"[3, 32, 40, 47]"
3308,"[3, 49, 60, 156]"
26058,"[3, 49, 60, 156]"
17380,"[3, 49, 60, 156]"
14428,"[3, 49, 60, 156]"
11658,"[3, 49, 60, 156]"
26269,"[3, 49, 62, 1081]"
829,"[3, 49, 152, 335]"
26593,"[3, 49, 152, 335]"
2410,"[3, 49, 60, 156]"
22665,"[3, 49, 60, 156]"
5650,"[3, 49, 60, 156]"
1795,"[3, 49, 60, 156]"
22848,"[3, 49, 60, 156]"
4854,"[3, 49, 62, 1081]"
3428,"[3, 49, 152, 335]"
1448,"[3, 49, 152, 335]"
24731,"[3, 49, 81, 406]"
1347,"[3, 49, 81, 408]"
11406,"[3, 49, 81, 410]"
2016,"[3, 49, 81, 406]"
26203,"[3, 49, 54, 259]"
1368,"[3, 49, 54, 656]"
2597,"[3, 49, 81, 406]"
2185,"[3, 49, 81, 408]"
3589,"[3, 49, 81, 410]"
21623,"[3, 49, 81, 406]"
9763,"[3, 49, 54, 259]"
20189,"[3, 49, 54, 656]"
6050,"[3, 32, 37, 221]"
10966,"[3, 32, 37, 219]"
5903,"[3, 32, 37, 219]"
6879,"[3, 32, 37, 219]"
7853,"[3, 32, 37, 221]"
18225,"[3, 32, 37, 221]"
8589,"[3, 32, 37, 220]"
8817,"[3, 32, 37, 219]"
4408,"[3, 32, 37, 220]"
20747,"[3, 32, 37, 219, 220]"
26068,"[3, 32, 37, 221]"
2850,"[3, 32, 37, 219]"
20892,"[3, 32, 37, 219]"
17264,"[3, 32, 37, 219]"
9407,"[3, 32, 37, 221]"
12520,"[3, 32, 37, 221]"
21552,"[3, 32, 37, 220]"
5018,"[3, 32, 37, 219]"
18923,"[3, 32, 37, 220]"
17583,"[3, 32, 37, 219, 220]"
5653,"[3, 119, 146, 434]"
21082,"[3, 119, 146, 434]"
16431,"[3, 119, 146, 436]"
6698,"[3, 119, 146, 437]"
23566,"[3, 119, 146, 434]"
9920,"[3, 119, 146, 434]"
6959,"[3, 119, 146, 436]"
5998,"[3, 119, 146, 437]"
26726,"[3, 49, 54, 261]"
11372,"[3, 49, 54, 261]"
26439,"[3, 71, 79, 269]"
1177,"[3, 49, 54, 261]"
12859,"[3, 71, 79, 269]"
19796,"[3, 49, 54, 261]"
2819,"[3, 49, 54, 261]"
12052,"[3, 49, 54, 261]"
6048,"[3, 71, 79, 269]"
21509,"[3, 49, 54, 261]"
26722,"[3, 71, 79, 269]"
21690,"[3, 49, 54, 261]"
18173,"[3, 49, 69, 154]"
18502,"[3, 49, 69, 154]"
26255,"[3, 49, 69, 154]"
11176,"[3, 49, 69, 154]"
5711,"[3, 49, 69, 154]"
21174,"[3, 49, 69, 154]"
1672,"[3, 49, 69, 154]"
362,"[3, 49, 69, 154]"
24453,"[3, 49, 69, 154]"
1019,"[3, 49, 69, 154]"
82,"[3, 49, 69, 154]"
21679,"[3, 49, 69, 154]"
21773,"[3, 49, 69, 154]"
23615,"[3, 49, 69, 154]"
23444,"[3, 49, 69, 154]"
25749,"[3, 49, 69, 154]"
13806,"[3, 49, 64, 154]"
12358,"[3, 49, 62, 70]"
22296,"[3, 49, 64, 154]"
8182,"[3, 49, 64, 154]"
988,"[3, 49, 64, 154]"
13334,"[3, 49, 62, 70]"
3017,"[3, 49, 62, 70]"
9974,"[3, 49, 62, 70]"
23277,"[3, 49, 64, 154]"
499,"[3, 49, 64, 154]"
14032,"[3, 49, 64, 154]"
20948,"[3, 49, 62, 70]"
4608,"[3, 49, 64, 154]"
13454,"[3, 49, 64, 154]"
11428,"[3, 49, 64, 154]"
14692,"[3, 49, 62, 70]"
10823,"[3, 49, 62, 70]"
19766,"[3, 49, 62, 70]"
6341,"[3, 49, 64, 154]"
20951,"[3, 49, 64, 154]"
7040,"[3, 49, 63, 154]"
2917,"[3, 49, 63, 154]"
21261,"[3, 49, 63, 154]"
8982,"[3, 49, 63, 154]"
17900,"[3, 49, 63, 154]"
6840,"[3, 49, 63, 154]"
16363,"[3, 49, 63, 154]"
14852,"[3, 49, 63, 154]"
9984,"[3, 49, 63, 154]"
4560,"[3, 49, 63, 154]"
2820,"[3, 49, 158, 160]"
2051,"[3, 49, 57, 158]"
5363,"[3, 49, 57, 158]"
90,"[3, 49, 54, 259]"
14096,"[3, 49, 57, 158]"
7891,"[3, 49, 158, 159]"
3395,"[3, 49, 158, 159]"
21449,"[3, 49, 158, 160]"
5499,"[3, 49, 158, 160]"
21725,"[3, 49, 55, 267]"
26692,"[3, 49, 68, 163]"
9651,"[3, 49, 68, 164]"
16572,"[3, 49, 68, 164]"
17377,"[3, 49, 158, 160]"
14759,"[3, 49, 158, 160]"
17029,"[3, 49, 57, 158]"
9879,"[3, 49, 57, 158]"
25588,"[3, 49, 57, 158]"
24853,"[3, 49, 54, 259]"
21409,"[3, 49, 57, 158]"
20196,"[3, 49, 158, 159]"
4666,"[3, 49, 158, 159]"
25183,"[3, 49, 158, 160]"
22967,"[3, 49, 158, 160]"
24139,"[3, 49, 55, 267]"
17535,"[3, 49, 68, 163]"
12971,"[3, 49, 68, 164]"
26880,"[3, 49, 68, 164]"
4845,"[3, 49, 158, 160]"
14646,"[3, 49, 158, 160]"
21440,"[3, 71, 75, 178]"
14831,"[3, 71, 75, 178]"
22390,"[3, 71, 75, 178]"
4752,"[3, 71, 75, 178]"
20658,"[3, 71, 75, 178]"
24875,"[3, 71, 86, 178]"
10325,"[3, 71, 75, 178]"
25661,"[3, 71, 75, 178]"
23934,"[3, 71, 178, 179]"
26313,"[3, 71, 86, 178]"
12295,"[3, 71, 75, 178]"
15057,"[3, 71, 75, 178]"
2971,"[3, 71, 75, 178]"
9235,"[3, 71, 75, 178]"
23970,"[3, 71, 75, 178]"
16736,"[3, 71, 86, 178]"
7570,"[3, 71, 75, 178]"
2960,"[3, 71, 75, 178]"
15408,"[3, 71, 178, 179]"
10698,"[3, 71, 86, 178]"
8870,"[3, 49, 53, 153]"
22010,"[3, 49, 65, 154]"
25114,"[3, 49, 53, 153]"
11442,"[3, 49, 65, 154]"
17743,"[3, 49, 153, 256]"
18764,"[3, 49, 65, 154]"
2451,"[3, 49, 65, 154]"
12634,"[3, 49, 53, 153]"
8238,"[3, 49, 65, 154]"
23988,"[3, 49, 153, 256]"
16152,"[3, 49, 53, 153]"
15462,"[3, 49, 65, 154]"
7409,"[3, 49, 53, 153]"
12738,"[3, 49, 65, 154]"
337,"[3, 49, 153, 256]"
17932,"[3, 49, 65, 154]"
2245,"[3, 49, 65, 154]"
21763,"[3, 49, 53, 153]"
24783,"[3, 49, 65, 154]"
17027,"[3, 49, 153, 256]"
12093,"[3, 49, 55, 265]"
16319,"[3, 49, 53, 153]"
26097,"[3, 49, 55, 266]"
5951,"[3, 49, 55, 266]"
7115,"[3, 49, 55, 265]"
2911,"[3, 49, 55, 266]"
22736,"[3, 49, 55, 267]"
24498,"[3, 49, 55, 267]"
2415,"[3, 49, 55, 268]"
10772,"[3, 49, 55, 268]"
22831,"[3, 49, 55, 265]"
15234,"[3, 49, 53, 153]"
22334,"[3, 49, 55, 266]"
15680,"[3, 49, 55, 266]"
11393,"[3, 49, 55, 265]"
10537,"[3, 49, 55, 266]"
12521,"[3, 49, 55, 267]"
22524,"[3, 49, 55, 267]"
17062,"[3, 49, 55, 268]"
10355,"[3, 49, 55, 268]"
2265,"[3, 49, 58, 158]"
768,"[3, 49, 58, 158]"
16259,"[3, 49, 58, 158]"
17115,"[3, 49, 58, 158]"
4341,"[3, 49, 58, 158]"
13447,"[3, 49, 58, 158]"
3100,"[3, 49, 58, 158]"
27320,"[3, 49, 58, 158]"
10381,"[3, 49, 58, 158]"
1579,"[3, 49, 58, 158]"
4120,"[3, 49, 58, 158]"
15492,"[3, 49, 58, 158]"
23323,"[3, 49, 58, 158]"
10978,"[3, 49, 58, 158]"
21333,"[3, 49, 58, 158]"
425,"[3, 49, 58, 158]"
26388,"[3, 49, 58, 158]"
21973,"[3, 49, 58, 158]"
7497,"[3, 49, 58, 158]"
27247,"[3, 49, 58, 158]"
7014,"[3, 32, 48, 248]"
1150,"[3, 32, 48, 248]"
5122,"[3, 32, 48, 249]"
11779,"[3, 32, 48, 249]"
5290,"[3, 32, 48, 249]"
208,"[3, 32, 48, 250]"
19991,"[3, 32, 48, 249]"
8388,"[3, 32, 48, 249]"
13227,"[3, 32, 48, 249]"
19548,"[3, 32, 48, 250]"
24416,"[3, 32, 48, 248]"
14536,"[3, 32, 48, 248]"
24450,"[3, 32, 48, 249]"
22195,"[3, 32, 48, 249]"
26669,"[3, 32, 48, 249]"
10704,"[3, 32, 48, 250]"
7147,"[3, 32, 48, 249]"
9622,"[3, 32, 48, 249]"
16543,"[3, 32, 48, 249]"
13410,"[3, 32, 48, 250]"
7952,"[3, 32, 144, 202]"
2302,"[3, 32, 144, 202]"
4732,"[3, 32, 44, 233]"
4242,"[3, 32, 44, 233]"
25816,"[3, 32, 44, 233]"
22470,"[3, 32, 44, 233]"
23134,"[3, 32, 44, 233]"
4009,"[3, 32, 44, 233]"
568,"[3, 32, 44, 233]"
19485,"[3, 32, 44, 233]"
19634,"[3, 32, 44, 233]"
1057,"[3, 32, 44, 234]"
25014,"[3, 32, 44, 236]"
1854,"[3, 32, 44, 234]"
3011,"[3, 32, 44, 234]"
20737,"[3, 32, 44, 234]"
27476,"[3, 32, 44, 234]"
9629,"[3, 32, 44, 234]"
16672,"[3, 32, 44, 235]"
21707,"[3, 32, 44, 234]"
23104,"[3, 71, 91, 275]"
8048,"[3, 71, 93, 278]"
19150,"[3, 71, 92, 278]"
10107,"[3, 71, 93, 278]"
25752,"[3, 49, 61, 171]"
191,"[3, 49, 154, 649]"
22419,"[3, 49, 154, 649]"
10479,"[3, 49, 154, 649]"
8827,"[3, 49, 54, 1170]"
17140,"[3, 49, 54, 1170]"
21256,"[3, 71, 178, 179]"
9470,"[3, 71, 100, 188]"
7831,"[3, 32, 33, 144]"
20826,"[3, 32, 33, 144]"
7391,"[3, 32, 33, 144]"
15958,"[3, 32, 33, 144]"
12190,"[3, 32, 33, 144]"
7209,"[3, 71, 178, 179]"
6987,"[3, 71, 77, 187]"
9035,"[3, 49, 62, 251]"
15341,"[3, 71, 89, 271]"
2272,"[3, 71, 89, 271]"
15704,"[3, 32, 141, 215]"
21377,"[3, 71, 77, 185]"
23293,"[3, 49, 59, 166]"
5647,"[3, 49, 59, 166]"
6761,"[3, 32, 44, 234]"
21231,"[3, 49, 63, 154]"
22991,"[3, 71, 74, 183]"
3838,"[3, 32, 40, 245, 246]"
9165,"[3, 32, 44, 233]"
4220,"[3, 71, 79, 269]"
19158,"[3, 32, 40, 247]"
25888,"[3, 71, 79, 269]"
16298,"[3, 32, 44, 235]"
922,"[3, 71, 74, 439]"
19820,"[3, 32, 44, 234]"
24678,"[3, 32, 39, 227]"
4671,"[3, 32, 44, 233]"
17127,"[3, 32, 44, 233]"
27553,"[3, 71, 79, 269]"
6783,"[3, 71, 74, 439]"
1792,"[3, 71, 79, 269]"
20269,"[3, 71, 97, 280]"
17960,"[3, 71, 74, 183]"
27505,"[3, 32, 44, 233]"
538,"[3, 71, 74, 183]"
3511,"[3, 101, 348, 349]"
2271,"[3, 32, 44, 234]"
2081,"[3, 71, 97, 280]"
7787,"[3, 101, 348, 349]"
5196,"[3, 32, 33, 144]"
3969,"[3, 32, 44, 234]"
3209,"[3, 71, 79, 269]"
18153,"[3, 32, 39, 225]"
18589,"[3, 101, 348, 349]"
25493,"[3, 49, 65, 154]"
16444,"[3, 32, 44, 234]"
7069,"[3, 32, 39, 232]"
6939,"[3, 32, 36, 222]"
5268,"[3, 32, 36, 222]"
22280,"[3, 32, 144, 202]"
10965,"[3, 32, 144, 202]"
26381,"[3, 32, 144, 202]"
26377,"[3, 32, 144, 202]"
14081,"[3, 32, 144, 202]"
5387,"[3, 32, 144, 202]"
19711,"[3, 32, 144, 202]"
8729,"[3, 32, 144, 202]"
16012,"[3, 32, 144, 202]"
22644,"[3, 32, 144, 202]"
937,"[3, 32, 42, 210]"
5746,"[3, 32, 42, 210]"
22019,"[3, 32, 42, 210]"
18482,"[3, 32, 42, 210]"
18341,"[3, 32, 42, 210]"
22914,"[3, 32, 42, 210]"
22534,"[3, 32, 42, 210]"
24912,"[3, 32, 42, 210]"
7507,"[3, 32, 42, 210]"
8045,"[3, 32, 42, 210]"
10226,"[3, 32, 141, 215]"
8,"[3, 32, 141, 214]"
23601,"[3, 32, 144, 204]"
16121,"[3, 32, 141, 215]"
22538,"[3, 32, 144, 202]"
4776,"[3, 32, 141, 216]"
4125,"[3, 32, 141, 216]"
15078,"[3, 32, 141, 214]"
11576,"[3, 32, 141, 213]"
10077,"[3, 32, 141, 214, 215]"
19154,"[3, 32, 144, 205, 206]"
15474,"[3, 32, 36, 223]"
9272,"[3, 32, 36, 223]"
23106,"[3, 32, 36, 223]"
2373,"[3, 32, 36, 223]"
20595,"[3, 71, 98, 195]"
25357,"[3, 32, 41, 331]"
8229,"[3, 32, 36, 223]"
14645,"[3, 71, 98, 198]"
8597,"[3, 32, 36, 223]"
14232,"[3, 32, 144, 203]"
9985,"[3, 71, 74, 181]"
6037,"[3, 32, 144, 203]"
1908,"[3, 32, 144, 203]"
6310,"[3, 71, 178, 655]"
20243,"[3, 32, 144, 203]"
20833,"[3, 32, 144, 203]"
5121,"[3, 32, 144, 205]"
4292,"[3, 32, 36, 223]"
22211,"[3, 32, 144, 203]"
21414,"[3, 71, 86, 178]"
20632,"[3, 71, 86, 178]"
24190,"[3, 71, 86, 178]"
17197,"[3, 71, 86, 178]"
11358,"[3, 71, 86, 178]"
23822,"[3, 71, 86, 178]"
12761,"[3, 71, 86, 178]"
7711,"[3, 71, 86, 178]"
27303,"[3, 71, 86, 178]"
22322,"[3, 71, 86, 178]"
5168,"[3, 32, 144, 202]"
21001,"[3, 32, 144, 202]"
18180,"[3, 32, 144, 202]"
2234,"[3, 32, 144, 202]"
4741,"[3, 32, 45, 243]"
5672,"[3, 32, 144, 202]"
20974,"[3, 32, 144, 202]"
5320,"[3, 32, 144, 202]"
6312,"[3, 71, 98, 195]"
23636,"[3, 32, 144, 202]"
11503,"[3, 32, 144, 207]"
21017,"[3, 32, 144, 208]"
19417,"[3, 32, 144, 207]"
19069,"[3, 32, 144, 208]"
462,"[3, 32, 144, 208]"
1480,"[3, 32, 144, 207]"
24849,"[3, 32, 144, 208]"
11086,"[3, 32, 144, 207]"
4900,"[3, 32, 144, 207]"
15687,"[3, 32, 144, 208]"
24922,"[3, 32, 33, 144]"
14808,"[3, 32, 33, 144]"
4832,"[3, 32, 33, 144]"
16876,"[3, 32, 33, 144]"
4834,"[3, 32, 33, 144]"
5010,"[3, 32, 33, 144]"
14347,"[3, 32, 33, 144]"
2784,"[3, 32, 33, 144]"
21033,"[3, 32, 33, 144]"
6864,"[3, 32, 33, 144]"
3613,"[3, 32, 37, 221]"
22794,"[3, 32, 37, 219]"
